oblast,region,depth,parent_text,text,leaf,id,y012025,y022025,y032025,y042025,y052025,y062025,y072025,y082025,y092025,y102025,y112025,y122025,y012026,y022026
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,1,Всего,Государственное управление и оборона; обязательное  социальное обеспечение,False,448889,,,,,972000,972000,972000,972000,972000,972000,972000,105666638,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,2,Государственное управление и оборона; обязательное  социальное обеспечение,Государственное управление и оборона; обязательное социальное обеспечение,False,448890,,,,,972000,972000,972000,972000,972000,972000,972000,105666638,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Государственное управление и оборона; обязательное социальное обеспечение,Государственное управление общего характера и управление социально-экономическое политикой общества,False,448891,,,,,972000,972000,972000,972000,972000,972000,972000,105666638,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Государственное управление общего характера и управление социально-экономическое политикой общества,Государственное управление общего характера,False,448892,,,,,574000,574000,574000,574000,574000,574000,574000,574000,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Государственное управление общего характера,Деятельность сельских и поселковых органов управления,True,448896,,,,,574000,574000,574000,574000,574000,574000,574000,574000,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Государственное управление общего характера и управление социально-экономическое политикой общества,"Регулирование деятельности учреждений здравоохранения, образования, культуры и других социальных услуг, кроме социального обеспечения ",False,448900,,,,,,,,,,,,104694638,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,"Регулирование деятельности учреждений здравоохранения, образования, культуры и других социальных услуг, кроме социального обеспечения ","Регулирование деятельности учреждений здравоохранения, образования, культуры и других социальных услуг, кроме социального обеспечения ",True,448901,,,,,,,,,,,,104694638,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Государственное управление общего характера и управление социально-экономическое политикой общества,Регулирование и содействие эффективному ведению экономической деятельности,False,448902,,,,,398000,398000,398000,398000,398000,398000,398000,398000,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Регулирование и содействие эффективному ведению экономической деятельности,Регулирование и содействие эффективному ведению экономической деятельности,True,448903,,,,,398000,398000,398000,398000,398000,398000,398000,398000,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Государственное управление и оборона; обязательное социальное обеспечение,Предоставление государством услуг обществу в целом,False,448904,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Предоставление государством услуг обществу в целом,Оборонная деятельность,False,448907,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Оборонная деятельность,Оборонная деятельность,True,448908,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,1,Всего,Образование,False,448918,,,,,,,,,,2935955,2935955,2935955,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,2,Образование,Образование,False,448919,,,,,,,,,,2935955,2935955,2935955,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Образование,Прочие виды образования,False,448937,,,,,,,,,,2935955,2935955,2935955,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Прочие виды образования,Образование в области культуры,False,448940,,,,,,,,,,2935955,2935955,2935955,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Образование в области культуры,Образование в области культуры,True,448941,,,,,,,,,,2935955,2935955,2935955,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,1,Всего,Здравоохранение и социальное обслуживание населения,False,448950,36232291.0,36232291,36232291,76328291,84964291,91641291,92145968,92173968,92336491,92336491,95987510,119826859,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,2,Здравоохранение и социальное обслуживание населения,Деятельность в области здравоохранения,False,448951,36232291.0,36232291,36232291,76328291,84964291,91641291,92145968,92173968,92336491,92336491,95987510,119826859,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Деятельность в области здравоохранения,Деятельность в области врачебной практики и стоматологии,False,448959,36232291.0,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Деятельность в области врачебной практики и стоматологии,Общая врачебная практика,False,448960,36232291.0,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Общая врачебная практика,Общая врачебная практика,True,448961,36232291.0,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,36232291,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Деятельность в области здравоохранения,Прочая деятельность в области здравоохранения ,False,448966,,,,40096000,48732000,55409000,55913677,55941677,56104200,56104200,59755219,83594567,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Прочая деятельность в области здравоохранения ,Прочая деятельность в области здравоохранения ,False,448967,,,,40096000,48732000,55409000,55913677,55941677,56104200,56104200,59755219,83594567,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Прочая деятельность в области здравоохранения ,Прочая деятельность в области здравоохранения ,True,448968,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,1,Всего,"Искусство, развлечения и отдых",False,448991,,,,,,11211000,11211000,11211000,11211000,19771610,19771610,19771610,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,2,"Искусство, развлечения и отдых","Деятельность библиотек, архивов, музеев и прочая деятельность в области культуры",False,449004,,,,,,11211000,11211000,11211000,11211000,19771610,19771610,19771610,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,"Деятельность библиотек, архивов, музеев и прочая деятельность в области культуры","Деятельность библиотек, архивов, музеев и прочая деятельность в области культуры",False,449005,,,,,,11211000,11211000,11211000,11211000,19771610,19771610,19771610,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,"Деятельность библиотек, архивов, музеев и прочая деятельность в области культуры",Деятельность библиотек и архивов,False,449006,,,,,,11211000,11211000,11211000,11211000,19704542,19704542,19704542,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Деятельность библиотек и архивов,"Библиотечная деятельность, включая деятельность читальных залов, лекториев, демонстрационных залов",True,449008,,,,,,11211000,11211000,11211000,11211000,19704542,19704542,19704542,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,"Деятельность библиотек, архивов, музеев и прочая деятельность в области культуры",Деятельность музеев,False,449011,,,,,,,,,,67067,67067,67067,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Деятельность музеев,Деятельность музеев,True,449012,,,,,,,,,,67067,67067,67067,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,2,"Искусство, развлечения и отдых","Деятельность в области спорта, организации отдыха и развлечений",False,449022,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,"Деятельность в области спорта, организации отдыха и развлечений",Деятельность в области спорта,False,449023,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Деятельность в области спорта,Эксплуатация спортивных сооружений,False,449024,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Эксплуатация спортивных сооружений,Эксплуатация спортивных сооружений,True,449025,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,1,Всего,Предоставление прочих видов услуг,False,449040,,,,,,,,,32648431,32648431,32648431,32648431,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,2,Предоставление прочих видов услуг,Предоставление прочих индивидуальных услуг,False,449084,,,,,,,,,32648431,32648431,32648431,32648431,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Предоставление прочих индивидуальных услуг,Предоставление прочих индивидуальных услуг,False,449085,,,,,,,,,32648431,32648431,32648431,32648431,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Предоставление прочих индивидуальных услуг,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки",False,449095,,,,,,,,,32648431,32648431,32648431,32648431,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки","Предоставление прочих индивидуальных услуг, не включенных в другие группировки",True,449096,,,,,,,,,32648431,32648431,32648431,32648431,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,1,Всего,Промышленность,False,741340,20142790.0,476789790,985071790,2003602790,2691427790,3281204790,4105970672,4700610672,5149607388,6197816657,8367180076,32161654725,335010584.0,4076759519.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,2,Промышленность,Горнодобывающая промышленность и разработка карьеров,False,447279,17627475.0,458487475,827552475,1016051475,1655401475,2214058475,2644221919,3114759919,3416462454,4196237739,6077324769,11389945564,23828949.0,3700449207.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Горнодобывающая промышленность и разработка карьеров,Добыча металлических руд,False,447298,17627475.0,458487475,827552475,1016051475,1655401475,2214058475,2644221919,3114759919,3416462454,4196237739,6077324769,11349996156,18247808.0,3694868067.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Добыча металлических руд,Добыча железных руд,False,447299,,,,,,,,180853000,200574286,492310708,492310708,492310708,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Добыча железных руд,Добыча железных руд,False,447300,,,,,,,,180853000,200574286,492310708,492310708,492310708,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Добыча металлических руд,"Добыча руд, кроме железных ",False,447303,17627475.0,458487475,827552475,1016051475,1655401475,2214058475,2644221919,2933906919,3215888168,3703927031,5585014061,10857685448,18247808.0,3694868067.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,"Добыча руд, кроме железных ",Добыча прочих металлических руд,False,447306,17627475.0,458487475,827552475,1016051475,1655401475,2214058475,2644221919,2933906919,3215888168,3703927031,5585014061,10857685448,18247808.0,3694868067.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Горнодобывающая промышленность и разработка карьеров,Предоставление услуг в горнодобывающей промышленности,False,447339,,,,,,,,,,,,39949408,5581141.0,5581141.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Предоставление услуг в горнодобывающей промышленности,"Предоставление услуг, способствующих добыче других полезных ископаемых",False,447343,,,,,,,,,,,,39949408,5581141.0,5581141.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,"Предоставление услуг, способствующих добыче других полезных ископаемых","Предоставление услуг, способствующих добыче других полезных ископаемых",False,447344,,,,,,,,,,,,39949408,5581141.0,5581141.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,2,Промышленность,Обрабатывающая промышленность,False,447346,2515247.0,18302247,98455247,907018247,907383247,919088247,1308044785,1408602785,1549025563,1817459551,1967045681,20091331307,311181635.0,376310312.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Обрабатывающая промышленность,Производство продуктов питания,False,447347,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Производство продуктов питания,"Переработка и консервирование рыбы, ракообразных и моллюсков",False,447355,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,"Переработка и консервирование рыбы, ракообразных и моллюсков","Переработка и консервирование рыбы, ракообразных и моллюсков",False,447356,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Обрабатывающая промышленность,"Производство деревянных и пробковых изделий, кроме мебели; производство изделий из соломки и материалов для плетения",False,447508,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,"Производство деревянных и пробковых изделий, кроме мебели; производство изделий из соломки и материалов для плетения","Производство изделий из древесины, пробки, соломки и материалов для плетения ",False,447514,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,"Производство изделий из древесины, пробки, соломки и материалов для плетения ",Производство прочих деревянных строительных конструкций и столярных  изделий,False,447519,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Обрабатывающая промышленность,Производство продуктов химической промышленности,False,447572,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Производство продуктов химической промышленности,Производство прочих химических продуктов,False,447603,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Производство прочих химических продуктов,Производство взрывчатых веществ,False,447604,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Обрабатывающая промышленность,Металлургическое производство,False,447717,2515247.0,18302247,98455247,907018247,907383247,919088247,1308044785,1408602785,1549025563,1817459551,1967045681,20091331307,311181635.0,376310312.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Металлургическое производство,Производство основных благородных и цветных металлов,False,447733,2515247.0,18302247,98455247,907018247,907383247,919088247,1308044785,1408602785,1549025563,1817459551,1967045681,20091331307,311181635.0,376310312.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Производство основных благородных и цветных металлов,Производство благородных (драгоценных) металлов,False,447734,2515247.0,12511247,86341247,890857247,890906247,899806247,1283668749,1369811749,1506901653,1768716984,1777135385,19897756612,311181635.0,376310312.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Производство основных благородных и цветных металлов,Производство меди,False,447740,,x,12114000,16161000,16477000,19282000,24376035,38791035,42123895,48742553,189910282,193574182,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,Обрабатывающая промышленность,"Производство машин и оборудования, не включенных в другие группировки ",False,447881,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,"Производство машин и оборудования, не включенных в другие группировки ",Производство сельскохозяйственной и лесохозяйственной техники,False,447922,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Производство сельскохозяйственной и лесохозяйственной техники,Производство сельскохозяйственной и лесохозяйственной техники,False,447923,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,2,Промышленность,"Снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом",False,448090,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,"Снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом","Снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом",False,448091,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,"Снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом","Производство, передача и распределение электроэнергии",False,448092,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,"Производство, передача и распределение электроэнергии",Производство электроэнергии,False,448093,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,"Производство, передача и распределение электроэнергии",Передача электроэнергии,False,448098,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,"Производство, передача и распределение электроэнергии",Распределение электроэнергии,False,448100,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,2,Промышленность,"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",False,448117,,,59064000,80533000,128643000,148058000,153703901,177247901,184119304,184119304,322809563,680378290,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений","Сбор, обработка и распределение воды",False,448118,,,59064000,80533000,128643000,148058000,153703901,177247901,184119304,184119304,194872724,552441451,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,"Сбор, обработка и распределение воды","Сбор, обработка и распределение воды",False,448119,,,59064000,80533000,128643000,148058000,153703901,177247901,184119304,184119304,194872724,552441451,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,"Сбор, обработка и распределение воды","Сбор, обработка и распределение воды",False,448120,,,59064000,80533000,128643000,148058000,153703901,177247901,184119304,184119304,194872724,552441451,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,3,"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",Сбор и обработка сточных вод,False,448122,,,,,,,,,,,127936839,127936839,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,4,Сбор и обработка сточных вод,Сбор и обработка сточных вод,False,448123,,,,,,,,,,,127936839,127936839,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,АКТОГАЙСКИЙ РАЙОН,5,Сбор и обработка сточных вод,Сбор и обработка сточных вод,True,448124,,,,,,,,,,,127936839,127936839,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,0,,Всего,False,741885,2286645917.472,5756356917.472,9004450917.472,12357850917.472,17642012917.472,25073999917.472,32079368743.292,38078623743.292,47987073279.792,55128378907.662,68217596802.912,82073497110.702,2407003180.03,6246854098.27
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,1,Всего,"Сельское, лесное и рыбное хозяйство",False,447173,521091870.0,609970870,1114198870,1273803870,2179658870,3149237870,3452633112,3576244112,4420917668,4705569968,4963887005,5330840735,331425288.0,479312026.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,2,"Сельское, лесное и рыбное хозяйство","Растениеводство и животноводство, охота и предоставление услуг в этих областях",False,447174,521091870.0,609970870,1114198870,1273803870,2179658870,3149237870,3452633112,3576244112,4420917668,4705569968,4963887005,5330840735,331425288.0,479312026.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,3,"Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание одно- или двухлетних культур,False,447175,495329056.0,498993056,886171056,1025429056,1835840056,2255963056,2546932713,2546932713,2909009039,2961730068,3167443456,3426670188,235770177.0,235770177.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,4,Выращивание одно- или двухлетних культур,"Выращивание зерновых (кроме риса), бобовых и масличных культур",False,447176,181654241.0,181654241,352603241,352603241,437356241,675695241,965866224,965866224,1327942551,1380663580,1548519806,1763585410,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,"Выращивание зерновых (кроме риса), бобовых и масличных культур","Выращивание зерновых и зернобобовых культур, включая семеноводство",True,3783380,181654241.0,181654241,352603241,352603241,437356241,675695241,965866224,965866224,1327942551,1380663580,1548519806,1763585410,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,4,Выращивание одно- или двухлетних культур,"Выращивание овощей, бахчевых, корнеплодов и клубнеплодов",False,447181,313674816.0,317338816,533567816,672825816,1398483816,1580267816,1581066488,1581066488,1581066488,1581066488,1607852254,1640008460,235770177.0,235770177.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,"Выращивание овощей, бахчевых, корнеплодов и клубнеплодов",Выращивание картофеля и посадочного материала,True,447182,313674816.0,317338816,533567816,672825816,1398483816,1580267816,1581066488,1581066488,1581066488,1581066488,1607852254,1640008460,235770177.0,235770177.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,"Выращивание овощей, бахчевых, корнеплодов и клубнеплодов","Выращивание овощей, их семян и рассады",True,447183,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,4,Выращивание одно- или двухлетних культур,Выращивание прочих одно- или двухлетних культур,False,447192,,,,,,,,,,,11071396,23076318,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,Выращивание прочих одно- или двухлетних культур,Выращивание кормовых культур и их семян,True,447193,,,,,,,,,,,11071396,23076318,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,Выращивание прочих одно- или двухлетних культур,"Выращивание прочих одно- или двухлетних культур, не включенных в другие группировки",True,447195,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,3,"Растениеводство и животноводство, охота и предоставление услуг в этих областях",Животноводство,False,447218,25762814.0,110977814,228027814,248374814,343818814,726257814,738683400,862294400,1313628689,1545559959,1598163609,1688377464,95655111.0,243446817.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,4,Животноводство,Разведение крупного рогатого скота молочного направления,False,447219,,,,,,,,,13860188,13860188,13860188,50530892,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,Разведение крупного рогатого скота молочного направления,Разведение крупного рогатого скота молочного направления,True,447220,,,,,,,,,13860188,13860188,13860188,50530892,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,4,Животноводство,Разведение прочего крупного рогатого скота и буйволов,False,447221,,,91880000,91880000,91880000,131080000,131080000,131080000,504282600,504282600,504282600,506084350,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,Разведение прочего крупного рогатого скота и буйволов,Разведение прочего крупного рогатого скота и буйволов,True,447222,,,91880000,91880000,91880000,131080000,131080000,131080000,504282600,504282600,504282600,506084350,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,4,Животноводство,Разведение лошадей и прочих животных семейства лошадиных,False,447223,,,,,,28430000,28430000,28430000,55448084,55448084,55448084,61450545,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,Разведение лошадей и прочих животных семейства лошадиных,Разведение лошадей,True,447224,,,,,,28430000,28430000,28430000,55448084,55448084,55448084,61450545,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,4,Животноводство,Разведение овец и коз,False,447228,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,Разведение овец и коз,Разведение овец и коз,True,447229,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,4,Животноводство,Разведение свиней,False,447230,231453.0,231453,231453,4521453,4521453,7561453,7561453,7561453,8163423,8163423,8163423,8163423,,554981.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,Разведение свиней,Разведение свиней,True,447231,231453.0,231453,231453,4521453,4521453,7561453,7561453,7561453,8163423,8163423,8163423,8163423,,554981.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,4,Животноводство,Разведение сельскохозяйственной птицы ,False,447232,25531297.0,110746297,133591297,149648297,245092297,548825297,561250883,684861883,721513363,953444633,1006048283,1051787223,95655111.0,242891836.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,Разведение сельскохозяйственной птицы ,"Разведение птицы на мясо, племенной птицы и молодняка",True,447233,,,,,,,,,,,,,,
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,Разведение сельскохозяйственной птицы ,Производство яиц,True,447234,,,,,,,,,,,1657013,1657013,12177217.0,12177217.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,5,Разведение сельскохозяйственной птицы ,"Производство смешанное, мясояичное",True,447235,25531297.0,110746297,133591297,149648297,245092297,548825297,561250883,684861883,721513363,953444633,1004391269,1050130210,83477894.0,230714619.0
КАРАГАНДИНСКАЯ ОБЛАСТЬ,БУХАР-ЖЫРАУСКИЙ РАЙОН,4,Животноводство,Разведение прочих видов животных,False,447237,,,2325000,2325000,2325000,10361000,10361000,10361000,10361000,10361000,10361000,10361000,,
