oblast,region,depth,parent_text,text,leaf,id,y012025,y022025,y032025,y042025,y052025,y062025,y072025,y082025,y092025,y102025,y112025,y122025,y012026,y022026,y032026,y042026
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Разведение крупного рогатого скота молочного направления,Разведение крупного рогатого скота молочного направления,True,447220,,,23384000.0,23384000.0,23384000.0,39453000.0,39453000.0,39453000.0,50327059.0,50327059.0,50327059.0,274774443.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Животноводство,Разведение прочего крупного рогатого скота и буйволов,False,447221,,,128572000.0,128572000.0,128572000.0,734632000.0,734632000.0,734632000.0,774369572.0,774369572.0,774369572.0,5421587753.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Разведение прочего крупного рогатого скота и буйволов,Разведение прочего крупного рогатого скота и буйволов,True,447222,,,128572000.0,128572000.0,128572000.0,734632000.0,734632000.0,734632000.0,774369572.0,774369572.0,774369572.0,5421587753.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Животноводство,Разведение лошадей и прочих животных семейства лошадиных,False,447223,,,,,,11875000.0,11875000.0,11875000.0,23330399.0,23330399.0,23330399.0,28543105.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Разведение лошадей и прочих животных семейства лошадиных,Разведение лошадей,True,447224,,,,,,11875000.0,11875000.0,11875000.0,23330399.0,23330399.0,23330399.0,28543105.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Животноводство,Разведение овец и коз,False,447228,,,18322000.0,18322000.0,18322000.0,18322000.0,18322000.0,18322000.0,18322000.0,18322000.0,18322000.0,42586544.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Разведение овец и коз,Разведение овец и коз,True,447229,,,18322000.0,18322000.0,18322000.0,18322000.0,18322000.0,18322000.0,18322000.0,18322000.0,18322000.0,42586544.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Животноводство,Разведение прочих видов животных,False,447237,,,19822000.0,19822000.0,19822000.0,19822000.0,19822000.0,19822000.0,30445474.0,30445474.0,30445474.0,42847439.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Разведение прочих видов животных,Разведение прочих видов животных,True,447238,,,19822000.0,19822000.0,19822000.0,19822000.0,19822000.0,19822000.0,30445474.0,30445474.0,30445474.0,42847439.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,"Растениеводство и животноводство, охота и предоставление услуг в этих областях",Смешанное сельское хозяйство,False,447239,,10791000.0,58874000.0,58874000.0,58874000.0,61401000.0,61401000.0,61401000.0,110410936.0,110410936.0,110410936.0,599526200.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Смешанное сельское хозяйство,Смешанное сельское хозяйство,False,447240,,10791000.0,58874000.0,58874000.0,58874000.0,61401000.0,61401000.0,61401000.0,110410936.0,110410936.0,110410936.0,599526200.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Смешанное сельское хозяйство,Смешанное сельское хозяйство,True,447241,,10791000.0,58874000.0,58874000.0,58874000.0,61401000.0,61401000.0,61401000.0,110410936.0,110410936.0,110410936.0,599526200.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,"Растениеводство и животноводство, охота и предоставление услуг в этих областях","Деятельность, способствующая выращиванию сельскохозяйственных культур и разведению животных и деятельность по обработке урожая",False,18683346,,,,,,35587000.0,35587000.0,35587000.0,35587000.0,35587000.0,35587000.0,66536699.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,"Деятельность, способствующая выращиванию сельскохозяйственных культур и разведению животных и деятельность по обработке урожая","Деятельность, способствующая животноводству",False,18683350,,,,,,35587000.0,35587000.0,35587000.0,35587000.0,35587000.0,35587000.0,66536699.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,"Деятельность, способствующая животноводству","Деятельность, способствующая животноводству",True,18683351,,,,,,35587000.0,35587000.0,35587000.0,35587000.0,35587000.0,35587000.0,66536699.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,2,"Сельское, лесное и рыбное хозяйство",Лесоводство и лесозаготовки,False,447255,,,,,,,,,,,,122782310.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Лесоводство и лесозаготовки,Лесоводство и прочая лесохозяйственная деятельность,False,447256,,,,,,,,,,,,122782310.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Лесоводство и прочая лесохозяйственная деятельность,Лесоводство и прочая лесохозяйственная деятельность,False,447257,,,,,,,,,,,,122782310.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Лесоводство и прочая лесохозяйственная деятельность,Лесоводство и прочая лесохозяйственная деятельность,True,447258,,,,,,,,,,,,122782310.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,1,Всего,Строительство,False,448148,,4249762000.0,13234131000.0,13252295000.0,13252295000.0,13252295000.0,13252295000.0,13252295000.0,13252295000.0,13252295000.0,13252295000.0,13252295000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,2,Строительство,Строительство зданий,False,18710963,,4249762000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Строительство зданий,Строительство жилых и нежилых зданий,False,18710967,,4249762000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Строительство жилых и нежилых зданий,Строительство жилых и нежилых зданий,False,18710968,,4249762000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Строительство жилых и нежилых зданий,Строительство жилых зданий,True,18710969,,4249762000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,5123840000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,2,Строительство,Гражданское строительство,False,448157,,,8110291000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Гражданское строительство,Строительство автомобильных и железных дорог,False,448158,,,8110291000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Строительство автомобильных и железных дорог,Строительство автомобильных дорог,False,18696143,,,8110291000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Строительство автомобильных дорог,Строительство дорог и автомагистралей,True,18946136,,,8110291000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,8128455000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,2,Строительство,Специализированные строительные работы,False,448177,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Специализированные строительные работы,Прочие специализированные строительные работы,False,448207,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Прочие специализированные строительные работы,"Прочие специализированные строительные работы, не включенные в другие группировки",False,448210,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,"Прочие специализированные строительные работы, не включенные в другие группировки","Прочие строительные работы, требующие специальной квалификации",True,448214,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,1,Всего,Оптовая и розничная торговля; ремонт автомобилей и мотоциклов,False,448215,,,40511000.0,40740000.0,47240000.0,47240000.0,48505109.0,48505109.0,71151289.0,77495614.0,1214805212.0,1214805212.0,34033408.0,34033408.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,2,Оптовая и розничная торговля; ремонт автомобилей и мотоциклов,Оптовая и розничная торговля автомобилями и мотоциклами и их ремонт,False,448216,,,,,6500000.0,6500000.0,6500000.0,6500000.0,28550822.0,28550822.0,630486127.0,630486127.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Оптовая и розничная торговля автомобилями и мотоциклами и их ремонт,Техническое обслуживание и ремонт автомобилей,False,448224,,,,,6500000.0,6500000.0,6500000.0,6500000.0,28550822.0,28550822.0,630486127.0,630486127.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Техническое обслуживание и ремонт автомобилей,Техническое обслуживание и ремонт автомобилей,False,448225,,,,,6500000.0,6500000.0,6500000.0,6500000.0,28550822.0,28550822.0,630486127.0,630486127.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Техническое обслуживание и ремонт автомобилей,"Техническое обслуживание и ремонт автомобилей, за исключением произведенных станциями технического обслуживания, находящимися на придорожной полосе",True,20575904,,,,,6500000.0,6500000.0,6500000.0,6500000.0,28550822.0,28550822.0,329518474.0,329518474.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Техническое обслуживание и ремонт автомобилей,"Техническое обслуживание и ремонт автомобилей станциями технического обслуживания, находящимися на придорожной полосе ",True,20575905,,,,,,,,,,,300967652.0,300967652.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,2,Оптовая и розничная торговля; ремонт автомобилей и мотоциклов,"Оптовая торговля, за исключением торговли автомобилями и мотоциклами",False,448237,,,15962000.0,16191000.0,16191000.0,16191000.0,17456109.0,17456109.0,18051484.0,24395810.0,24395810.0,24395810.0,34033408.0,34033408.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,"Оптовая торговля, за исключением торговли автомобилями и мотоциклами","Оптовая торговля продуктами питания, напитками и табачными изделиями",False,448267,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,"Оптовая торговля продуктами питания, напитками и табачными изделиями",Оптовая торговля напитками,False,448274,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Оптовая торговля напитками,"Оптовая торговля напитками в магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",True,3647932,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,"Оптовая торговля, за исключением торговли автомобилями и мотоциклами",Прочая специализированная оптовая торговля ,False,448331,,,,740000.0,740000.0,740000.0,2005109.0,2005109.0,2600484.0,8944810.0,8944810.0,8944810.0,34033408.0,34033408.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Прочая специализированная оптовая торговля ,Оптовая торговля химической продукцией,False,448358,,,,740000.0,740000.0,740000.0,2005109.0,2005109.0,2600484.0,8944810.0,8944810.0,8944810.0,34033408.0,34033408.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Оптовая торговля химической продукцией,Оптовая торговля химическими веществами и химическими продуктами,True,448359,,,,740000.0,740000.0,740000.0,2005109.0,2005109.0,2600484.0,8944810.0,8944810.0,8944810.0,34033408.0,34033408.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,"Оптовая торговля, за исключением торговли автомобилями и мотоциклами",Неспециализированная оптовая торговля,False,448371,,,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Неспециализированная оптовая торговля,Неспециализированная оптовая торговля,False,448372,,,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Неспециализированная оптовая торговля,Оптовая торговля широким ассортиментом товаров без какой-либо конкретизации,True,448376,,,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,15451000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,2,Оптовая и розничная торговля; ремонт автомобилей и мотоциклов,"Розничная торговля, кроме торговли автомобилями и мотоциклами",False,448377,,,24549000.0,24549000.0,24549000.0,24549000.0,24549000.0,24549000.0,24549000.0,24549000.0,559923293.0,559923293.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,"Розничная торговля, кроме торговли автомобилями и мотоциклами",Розничная торговля в неспециализированных магазинах,False,448378,,,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,554138293.0,554138293.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Розничная торговля в неспециализированных магазинах,"Розничная торговля в неспециализированных магазинах преимущественно продуктами питания, напитками и табачными изделиями",False,448379,,,,,,,,,,,369842078.0,369842078.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,"Розничная торговля в неспециализированных магазинах преимущественно продуктами питания, напитками и табачными изделиями","Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",True,3647934,,,,,,,,,,,369842078.0,369842078.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Розничная торговля в неспециализированных магазинах,Прочая розничная торговля в неспециализированных магазинах,False,448381,,,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,184296215.0,184296215.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Прочая розничная торговля в неспециализированных магазинах,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",True,3647936,,,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,18764000.0,184296215.0,184296215.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,"Розничная торговля, кроме торговли автомобилями и мотоциклами",Розничная торговля топливом в специализированных магазинах,False,448399,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Розничная торговля топливом в специализированных магазинах,Розничная торговля топливом в специализированных магазинах,False,448400,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Розничная торговля топливом в специализированных магазинах,"Розничная торговля моторным топливом в специализированных магазинах, за исключением находящихся на придорожной полосе",True,20576124,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,"Розничная торговля, кроме торговли автомобилями и мотоциклами",Розничная торговля прочими бытовыми товарами в специализированных магазинах ,False,448409,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Розничная торговля прочими бытовыми товарами в специализированных магазинах ,Розничная торговля электрическими бытовыми приборами в специализированных магазинах,False,448416,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Розничная торговля электрическими бытовыми приборами в специализированных магазинах,"Розничная торговля электрическими бытовыми приборами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",True,3647962,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,"Розничная торговля, кроме торговли автомобилями и мотоциклами",Розничная торговля прочими товарами в специализированных магазинах,False,448433,,,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Розничная торговля прочими товарами в специализированных магазинах,Розничная торговля одеждой в специализированных магазинах,False,448434,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Розничная торговля одеждой в специализированных магазинах,"Розничная торговля трикотажными и чулочно-носочными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",True,448435,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Розничная торговля прочими товарами в специализированных магазинах,Розничная торговля фармацевтическими товарами в специализированных магазинах,False,448440,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Розничная торговля фармацевтическими товарами в специализированных магазинах,"Розничная торговля фармацевтическими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",True,3647981,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Розничная торговля прочими товарами в специализированных магазинах,Прочая розничная торговля новыми товарами в специализированных магазинах,False,448452,,,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Прочая розничная торговля новыми товарами в специализированных магазинах,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",True,3648273,,,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,5785000.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,"Розничная торговля, кроме торговли автомобилями и мотоциклами","Розничная торговля в палатках, киосках и на рынках",False,448458,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,"Розничная торговля в палатках, киосках и на рынках","Розничная торговля прочими товарами в палатках, киосках и на рынках",False,448465,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,"Розничная торговля прочими товарами в палатках, киосках и на рынках",Розничная торговля прочими товарами на рынках,True,448467,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,1,Всего,Транспорт и складирование,False,448475,324932099.0,350922099.0,677962099.0,2373591099.0,2888116099.0,6272763099.0,8682380347.0,13086783347.0,15094866920.0,19236761759.0,20188930107.0,22479789934.0,93463979.0,265771177.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,2,Транспорт и складирование,Деятельность сухопутного и трубопроводного транспорта ,False,448476,19336948.0,42967948.0,59709948.0,63901948.0,95298948.0,104585948.0,300879558.0,379203558.0,411183256.0,498967470.0,735465835.0,2029549538.0,93463979.0,181930478.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Деятельность сухопутного и трубопроводного транспорта ,Деятельность грузового железнодорожного транспорта,False,448480,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Деятельность грузового железнодорожного транспорта,Деятельность грузового железнодорожного транспорта,False,448481,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Деятельность грузового железнодорожного транспорта,Деятельность грузового железнодорожного транспорта,True,448482,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Деятельность сухопутного и трубопроводного транспорта ,Деятельность прочего пассажирского сухопутного транспорта,False,448483,,,,,,,,,,,,,,18196720.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Деятельность прочего пассажирского сухопутного транспорта,Деятельность сухопутного транспорта по городским и пригородным пассажирским перевозкам,False,448484,,,,,,,,,,,,,,18196720.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Деятельность сухопутного транспорта по городским и пригородным пассажирским перевозкам,Перевозки автобусами,True,448485,,,,,,,,,,,,,,18196720.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Деятельность сухопутного и трубопроводного транспорта ,Деятельность трубопроводного транспорта,False,448499,19336948.0,42967948.0,59709948.0,63901948.0,95298948.0,104585948.0,300879558.0,379203558.0,411183256.0,498967470.0,735465835.0,2029549538.0,93463979.0,163733758.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Деятельность трубопроводного транспорта,Деятельность трубопроводного транспорта,False,448500,19336948.0,42967948.0,59709948.0,63901948.0,95298948.0,104585948.0,300879558.0,379203558.0,411183256.0,498967470.0,735465835.0,2029549538.0,93463979.0,163733758.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Деятельность трубопроводного транспорта,Деятельность трубопроводного транспорта,True,448501,19336948.0,42967948.0,59709948.0,63901948.0,95298948.0,104585948.0,300879558.0,379203558.0,411183256.0,498967470.0,735465835.0,2029549538.0,93463979.0,163733758.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,2,Транспорт и складирование,Складирование грузов и вспомогательная транспортная деятельность,False,448527,305595151.0,307954151.0,618252151.0,2309689151.0,2792817151.0,6168177151.0,8381500851.0,12707579851.0,14683683726.0,18737794351.0,19453464314.0,20450240437.0,,83840699.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Складирование грузов и вспомогательная транспортная деятельность,Складирование и хранение грузов,False,448528,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Складирование и хранение грузов,Складирование и хранение грузов,False,448529,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Складирование и хранение грузов,"Складирование и хранение непродовольственных товаров, кроме зерна и нефти",True,448531,,,,,,,,,,,,,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Складирование грузов и вспомогательная транспортная деятельность,Вспомогательная транспортная деятельность,False,448533,305595151.0,307954151.0,618252151.0,2309689151.0,2792817151.0,6168177151.0,8381500851.0,12707579851.0,14683683726.0,18737794351.0,19453464314.0,20450240437.0,,83840699.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,4,Вспомогательная транспортная деятельность,Вспомогательная деятельность сухопутного транспорта,False,448534,305595151.0,307954151.0,618252151.0,2309689151.0,2792817151.0,6168177151.0,8381500851.0,12707579851.0,14683683726.0,18737794351.0,19453464314.0,20450240437.0,,83840699.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Вспомогательная деятельность сухопутного транспорта,Эксплуатация железных дорог,True,448535,,,22940000.0,31901000.0,196520000.0,375986000.0,495197041.0,3336150041.0,4019934810.0,5284737861.0,5285251507.0,5484527424.0,,49804177.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Вспомогательная деятельность сухопутного транспорта,Эксплуатация автомобильных дорог,True,448536,305595151.0,305595151.0,595312151.0,2277788151.0,2596297151.0,5792191151.0,7886303748.0,8536567748.0,9828886871.0,12618194415.0,13333350732.0,13663415577.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,5,Вспомогательная деятельность сухопутного транспорта,Деятельность терминалов,True,448537,,,,,,,,834862000.0,834862000.0,834862000.0,834862000.0,1302297362.0,,34036522.0,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,1,Всего,Предоставление услуг по проживанию и питанию,False,448558,,,,,,,401932146.0,401932146.0,401932146.0,401932146.0,401932146.0,401932146.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,2,Предоставление услуг по проживанию и питанию,Предоставление услуг по временному проживанию,False,3783427,,,,,,,401932146.0,401932146.0,401932146.0,401932146.0,401932146.0,401932146.0,,,,
АКТЮБИНСКАЯ ОБЛАСТЬ,МУГАЛЖАРСКИЙ РАЙОН,3,Предоставление услуг по временному проживанию,Предоставление услуг гостиницами и аналогичными местами для проживания,False,3783428,,,,,,,401932146.0,401932146.0,401932146.0,401932146.0,401932146.0,401932146.0,,,,
