oblast,region,depth,parent_text,text,leaf,id,y012025,y022025,y032025,y042025,y052025,y062025,y072025,y082025,y092025,y102025,y112025,y122025,y012026,y022026,y032026,y042026
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,"Лизинг продуктов интеллектуальной собственности и аналогичных продуктов, кроме работ, защищенных авторским правом","Лизинг продуктов интеллектуальной собственности и аналогичных продуктов, кроме работ, защищенных авторским правом",False,448825,,295000.0,497000.0,7435000.0,20506000.0,22153000.0,22261329.0,22261329.0,22261329.0,27004374.0,27179739.0,55474863.0,208142.0,515812.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,"Лизинг продуктов интеллектуальной собственности и аналогичных продуктов, кроме работ, защищенных авторским правом","Лизинг продуктов интеллектуальной собственности и аналогичных продуктов, кроме работ, защищенных авторским правом",True,448826,,295000.0,497000.0,7435000.0,20506000.0,22153000.0,22261329.0,22261329.0,22261329.0,27004374.0,27179739.0,55474863.0,208142.0,515812.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,2,Деятельность в области административного и вспомогательного обслуживания,Деятельность в области трудоустройства,False,448827,,,,,,,,,89185.0,89185.0,89185.0,89185.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Деятельность в области трудоустройства,Прочая деятельность по обеспечению трудовыми ресурсами (персоналом),False,448834,,,,,,,,,89185.0,89185.0,89185.0,89185.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Прочая деятельность по обеспечению трудовыми ресурсами (персоналом),Прочая деятельность по обеспечению трудовыми ресурсами (персоналом),False,448835,,,,,,,,,89185.0,89185.0,89185.0,89185.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Прочая деятельность по обеспечению трудовыми ресурсами (персоналом),"Прочая деятельность по обеспечению трудовыми ресурсами (персоналом), кроме деятельности организаций, учрежденных национальными компаниями",True,18951507,,,,,,,,,89185.0,89185.0,89185.0,89185.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,2,Деятельность в области административного и вспомогательного обслуживания,"Деятельность туристских агентств и операторов, бронирование и сопутствующая деятельность",False,448837,,,,,,,989303.0,989303.0,1124550.0,1124550.0,1124550.0,1584994.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,"Деятельность туристских агентств и операторов, бронирование и сопутствующая деятельность",Деятельность туристских агентств и операторов,False,448838,,,,,,,989303.0,989303.0,1124550.0,1124550.0,1124550.0,1544994.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Деятельность туристских агентств и операторов,Деятельность туристских агентств,False,448839,,,,,,,939194.0,939194.0,939194.0,939194.0,939194.0,1359638.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность туристских агентств,Деятельность туристских агентств,True,448840,,,,,,,939194.0,939194.0,939194.0,939194.0,939194.0,1359638.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Деятельность туристских агентств и операторов,Деятельность туристских операторов,False,448841,,,,,,,50110.0,50110.0,185357.0,185357.0,185357.0,185357.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность туристских операторов,Деятельность туристских операторов,True,448842,,,,,,,50110.0,50110.0,185357.0,185357.0,185357.0,185357.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,"Деятельность туристских агентств и операторов, бронирование и сопутствующая деятельность",Прочие услуги по бронированию и сопутствующая деятельность,False,448843,,,,,,,,,,,,40574.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Прочие услуги по бронированию и сопутствующая деятельность,Прочие услуги по бронированию и сопутствующая деятельность,False,448844,,,,,,,,,,,,40574.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Прочие услуги по бронированию и сопутствующая деятельность,Прочие услуги по бронированию и сопутствующая деятельность,True,448845,,,,,,,,,,,,40574.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,2,Деятельность в области административного и вспомогательного обслуживания,Деятельность по обеспечению безопасности и проведению расследований,False,448846,2828187.0,3759187.0,3826187.0,3912187.0,3912187.0,5052187.0,9238021.0,11057021.0,11057021.0,203219647.0,218259571.0,336581100.0,37287847.0,37287847.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Деятельность по обеспечению безопасности и проведению расследований,Деятельность по обеспечению безопасности частных лиц и имущества,False,448847,2828187.0,3617187.0,3684187.0,3717187.0,3717187.0,4857187.0,9043021.0,10862021.0,10862021.0,203024647.0,218064571.0,336290526.0,37287847.0,37287847.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Деятельность по обеспечению безопасности частных лиц и имущества,Деятельность по обеспечению безопасности частных лиц и имущества,False,448848,2828187.0,3617187.0,3684187.0,3717187.0,3717187.0,4857187.0,9043021.0,10862021.0,10862021.0,203024647.0,218064571.0,336290526.0,37287847.0,37287847.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность по обеспечению безопасности частных лиц и имущества,Деятельность частных охранных служб,True,18946195,2828187.0,3617187.0,3684187.0,3717187.0,3717187.0,4857187.0,9043021.0,10862021.0,10862021.0,203024647.0,218064571.0,336290526.0,37287847.0,37287847.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность по обеспечению безопасности частных лиц и имущества,"Деятельность охранных организаций, учрежденных национальными компаниями",True,18946196,,,,,,,,,,,,,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Деятельность по обеспечению безопасности и проведению расследований,Деятельность в области систем обеспечения безопасности,False,448850,,,,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,290574.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Деятельность в области систем обеспечения безопасности,Деятельность в области систем обеспечения безопасности,False,448851,,,,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,290574.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность в области систем обеспечения безопасности,Деятельность в области систем обеспечения безопасности,True,448852,,,,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,290574.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,2,Деятельность в области административного и вспомогательного обслуживания,Деятельность по обслуживанию зданий и благоустройству территорий,False,448856,1139355.0,51139355.0,247615355.0,251862355.0,251862355.0,268610355.0,469222851.0,469869851.0,610601516.0,610601516.0,610601516.0,666343876.0,,667492.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Деятельность по обслуживанию зданий и благоустройству территорий,Комплексное обслуживание объектов,False,448857,,,,,,163000.0,163000.0,163000.0,163000.0,163000.0,163000.0,163000.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Комплексное обслуживание объектов,Комплексное обслуживание объектов,True,448858,,,,,,163000.0,163000.0,163000.0,163000.0,163000.0,163000.0,163000.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Деятельность по обслуживанию зданий и благоустройству территорий,Деятельность по уборке,False,448860,1139355.0,1139355.0,1814355.0,1814355.0,1814355.0,18448355.0,18448355.0,19095355.0,19095355.0,19095355.0,19095355.0,58085563.0,,667492.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Деятельность по уборке,Общая уборка зданий,False,448861,1139355.0,1139355.0,1814355.0,1814355.0,1814355.0,18448355.0,18448355.0,19095355.0,19095355.0,19095355.0,19095355.0,58085563.0,,667492.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Общая уборка зданий,Общая уборка зданий,True,448862,,,,,,,,,,,,,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Деятельность по обслуживанию зданий и благоустройству территорий,Деятельность по благоустройству территорий,False,448867,,50000000.0,245752000.0,249999000.0,249999000.0,249999000.0,450611496.0,450611496.0,591343161.0,591343161.0,591343161.0,608095313.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Деятельность по благоустройству территорий,Деятельность по благоустройству территорий,False,448868,,50000000.0,245752000.0,249999000.0,249999000.0,249999000.0,450611496.0,450611496.0,591343161.0,591343161.0,591343161.0,608095313.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность по благоустройству территорий,Деятельность по благоустройству территорий,True,448869,,50000000.0,245752000.0,249999000.0,249999000.0,249999000.0,450611496.0,450611496.0,591343161.0,591343161.0,591343161.0,608095313.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,2,Деятельность в области административного и вспомогательного обслуживания,"Деятельность в области офисного административного и вспомогательного обслуживания, направленная на поддержание коммерческой деятельности",False,448870,,2551000.0,2551000.0,7476000.0,7476000.0,7476000.0,8655620.0,8655620.0,9012299.0,9012299.0,11329770.0,11774214.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,"Деятельность в области офисного административного и вспомогательного обслуживания, направленная на поддержание коммерческой деятельности",Деятельность в области офисного административного и вспомогательного обслуживания,False,448871,,2551000.0,2551000.0,7476000.0,7476000.0,7476000.0,8655620.0,8655620.0,9012299.0,9012299.0,11329770.0,11774214.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Деятельность в области офисного административного и вспомогательного обслуживания,Деятельность по предоставлению комплексных офисных административных услуг,False,448872,,2551000.0,2551000.0,7476000.0,7476000.0,7476000.0,8437962.0,8437962.0,8794641.0,8794641.0,11112112.0,11556556.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность по предоставлению комплексных офисных административных услуг,Деятельность по предоставлению комплексных офисных административных услуг,True,448873,,2551000.0,2551000.0,7476000.0,7476000.0,7476000.0,8437962.0,8437962.0,8794641.0,8794641.0,11112112.0,11556556.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Деятельность в области офисного административного и вспомогательного обслуживания,"Деятельность по копированию, подготовке документов и прочая  специализированная офисная вспомогательная деятельность ",False,448874,,,,,,,217658.0,217658.0,217658.0,217658.0,217658.0,217658.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,"Деятельность по копированию, подготовке документов и прочая  специализированная офисная вспомогательная деятельность ","Деятельность по копированию, подготовке документов и прочая  специализированная офисная вспомогательная деятельность ",True,448875,,,,,,,217658.0,217658.0,217658.0,217658.0,217658.0,217658.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,"Деятельность в области офисного административного и вспомогательного обслуживания, направленная на поддержание коммерческой деятельности","Деятельность по предоставлению вспомогательных коммерческих услуг, не включенная в другие группировки",False,448882,,,,,,,,,,,,,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,"Деятельность по предоставлению вспомогательных коммерческих услуг, не включенная в другие группировки","Прочая деятельность по предоставлению вспомогательных коммерческих услуг, не включенная в другие группировки",False,448887,,,,,,,,,,,,,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,"Прочая деятельность по предоставлению вспомогательных коммерческих услуг, не включенная в другие группировки","Прочая деятельность по предоставлению вспомогательных коммерческих услуг, не включенная в другие группировки",True,448888,,,,,,,,,,,,,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,1,Всего,Государственное управление и оборона; обязательное  социальное обеспечение,False,448889,483809.0,7995809.0,69780809.0,100027809.0,100027809.0,102774809.0,305446557.0,475446557.0,569983067.0,809593802.0,1054757251.0,1424883936.0,,3748739.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,2,Государственное управление и оборона; обязательное  социальное обеспечение,Государственное управление и оборона; обязательное социальное обеспечение,False,448890,483809.0,7995809.0,69780809.0,100027809.0,100027809.0,102774809.0,305446557.0,475446557.0,569983067.0,809593802.0,1054757251.0,1424883936.0,,3748739.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Государственное управление и оборона; обязательное социальное обеспечение,Государственное управление общего характера и управление социально-экономическое политикой общества,False,448891,483809.0,483809.0,483809.0,19544809.0,19544809.0,22051809.0,22595455.0,22595455.0,22595455.0,22595455.0,22988184.0,382771081.0,,3285309.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Государственное управление общего характера и управление социально-экономическое политикой общества,Государственное управление общего характера,False,448892,,,,,,,,,,,268547.0,360028870.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Государственное управление общего характера,Деятельность региональных органов управления,True,448894,,,,,,,,,,,268547.0,25128267.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Государственное управление общего характера,Деятельность местных органов управления,True,448895,,,,,,,,,,,,334901177.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Государственное управление общего характера и управление социально-экономическое политикой общества,"Регулирование деятельности учреждений здравоохранения, образования, культуры и других социальных услуг, кроме социального обеспечения ",False,448900,483809.0,483809.0,483809.0,483809.0,483809.0,483809.0,1027455.0,1027455.0,1027455.0,1027455.0,1027455.0,1027455.0,,3285309.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,"Регулирование деятельности учреждений здравоохранения, образования, культуры и других социальных услуг, кроме социального обеспечения ","Регулирование деятельности учреждений здравоохранения, образования, культуры и других социальных услуг, кроме социального обеспечения ",True,448901,483809.0,483809.0,483809.0,483809.0,483809.0,483809.0,1027455.0,1027455.0,1027455.0,1027455.0,1027455.0,1027455.0,,3285309.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Государственное управление общего характера и управление социально-экономическое политикой общества,Регулирование и содействие эффективному ведению экономической деятельности,False,448902,,,,19061000.0,19061000.0,21568000.0,21568000.0,21568000.0,21568000.0,21568000.0,21692274.0,21714274.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Регулирование и содействие эффективному ведению экономической деятельности,Регулирование и содействие эффективному ведению экономической деятельности,True,448903,,,,19061000.0,19061000.0,21568000.0,21568000.0,21568000.0,21568000.0,21568000.0,21692274.0,21714274.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Государственное управление и оборона; обязательное социальное обеспечение,Предоставление государством услуг обществу в целом,False,448904,,7512000.0,69297000.0,80483000.0,80483000.0,80723000.0,282851103.0,452851103.0,547387612.0,786998347.0,1031769067.0,1042112854.0,,463429.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Предоставление государством услуг обществу в целом,Деятельность в области юстиции и правосудия,False,448909,,,,,,,,,,,,,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность в области юстиции и правосудия,Деятельность в области юстиции и правосудия,True,448910,,,,,,,,,,,,,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Предоставление государством услуг обществу в целом,Деятельность по обеспечению общественного порядка и безопасности,False,448911,,5000000.0,5000000.0,15100000.0,15100000.0,15100000.0,215712496.0,385712496.0,462399553.0,550791699.0,781375137.0,786853614.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность по обеспечению общественного порядка и безопасности,Деятельность по обеспечению общественного порядка и безопасности,True,448912,,5000000.0,5000000.0,15100000.0,15100000.0,15100000.0,215712496.0,385712496.0,462399553.0,550791699.0,781375137.0,786853614.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Предоставление государством услуг обществу в целом,Деятельность по обеспечению безопасности в чрезвычайных ситуациях,False,448913,,,64297000.0,65383000.0,65383000.0,65623000.0,67138607.0,67138607.0,84988059.0,236206648.0,250393930.0,255259240.0,,463429.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность по обеспечению безопасности в чрезвычайных ситуациях,Деятельность по обеспечению безопасности в чрезвычайных ситуациях,True,448914,,,64297000.0,65383000.0,65383000.0,65623000.0,67138607.0,67138607.0,84988059.0,236206648.0,250393930.0,255259240.0,,463429.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,1,Всего,Образование,False,448918,652727140.0,2051300140.0,3392522140.0,4035396140.0,4378544140.0,4855772140.0,5680844227.0,7521455227.0,7785768463.0,8043499307.0,8343535324.0,9673006394.0,16376350.0,35302651.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,2,Образование,Образование,False,448919,652727140.0,2051300140.0,3392522140.0,4035396140.0,4378544140.0,4855772140.0,5680844227.0,7521455227.0,7785768463.0,8043499307.0,8343535324.0,9673006394.0,16376350.0,35302651.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Образование,Дошкольное образование,False,448920,4860359.0,13502359.0,21901359.0,28745359.0,34294359.0,34434359.0,144262674.0,144725674.0,145117415.0,145670015.0,153104340.0,155280987.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Дошкольное образование,Дошкольное образование,False,448921,4860359.0,13502359.0,21901359.0,28745359.0,34294359.0,34434359.0,144262674.0,144725674.0,145117415.0,145670015.0,153104340.0,155280987.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Дошкольное образование,Дошкольное образование,True,448922,4860359.0,13502359.0,21901359.0,28745359.0,34294359.0,34434359.0,144262674.0,144725674.0,145117415.0,145670015.0,153104340.0,155280987.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Образование,Среднее образование (2-й и 3-й уровни),False,448926,647866781.0,1995838781.0,3295897781.0,3889067781.0,4213779781.0,4550610781.0,5232904969.0,6924636969.0,7004547262.0,7045291282.0,7052193512.0,7083228875.0,13911645.0,31849783.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Среднее образование (2-й и 3-й уровни),Основное и общее среднее образование,False,448927,646037613.0,1993850613.0,3292509613.0,3882325613.0,4205002613.0,4540214613.0,5219499587.0,6886768587.0,6935339373.0,6935520165.0,6936438898.0,6941461357.0,257183.0,5688728.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Основное и общее среднее образование,Основное и общее среднее образование,True,448928,646037613.0,1993850613.0,3292509613.0,3882325613.0,4205002613.0,4540214613.0,5219499587.0,6886768587.0,6935339373.0,6935520165.0,6936438898.0,6941461357.0,257183.0,5688728.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Среднее образование (2-й и 3-й уровни),Техническое и профессиональное среднее образование,False,448929,1829168.0,1988168.0,3388168.0,6742168.0,8777168.0,10396168.0,13405382.0,37868382.0,69207889.0,109771117.0,115754614.0,141766944.0,13654462.0,26161055.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Техническое и профессиональное среднее образование,Профессионально-техническое образование,True,448930,,,1400000.0,1400000.0,1400000.0,1400000.0,1400000.0,1400000.0,1400000.0,4439131.0,4439131.0,18431045.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Техническое и профессиональное среднее образование,Среднее специальное образование,True,448931,1829168.0,1988168.0,1988168.0,5342168.0,7377168.0,8996168.0,12005382.0,36468382.0,67807889.0,105331986.0,111315483.0,123335898.0,13654462.0,26161055.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Образование,"Высшее образование (5-й, 6-й, 7-й, 8-й уровни)",False,448932,,41959000.0,74723000.0,117213000.0,130100000.0,269785000.0,302734584.0,451150584.0,633486575.0,849920799.0,1134478071.0,2417782828.0,454325.0,1442487.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,"Высшее образование (5-й, 6-й, 7-й, 8-й уровни)",Высшее и послевузовское образование,False,448935,,41959000.0,74723000.0,117213000.0,130100000.0,269785000.0,302734584.0,451150584.0,633486575.0,849920799.0,1134478071.0,2417782828.0,454325.0,1442487.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Высшее и послевузовское образование,Высшее образование,True,448936,,41959000.0,74723000.0,117213000.0,130100000.0,269785000.0,302734584.0,451150584.0,633486575.0,849920799.0,1134478071.0,2417782828.0,454325.0,1442487.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,3,Образование,Прочие виды образования,False,448937,,,,370000.0,370000.0,942000.0,942000.0,942000.0,2617211.0,2617211.0,3759400.0,16714278.0,2010401.0,2010401.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Прочие виды образования,Образование в области культуры,False,448940,,,,,,572000.0,572000.0,572000.0,572000.0,572000.0,572000.0,12638990.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Образование в области культуры,Образование в области культуры,True,448941,,,,,,572000.0,572000.0,572000.0,572000.0,572000.0,572000.0,12638990.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Прочие виды образования,Деятельность школ подготовки водителей транспортных средств,False,448942,,,,370000.0,370000.0,370000.0,370000.0,370000.0,370000.0,370000.0,370000.0,370000.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,Деятельность школ подготовки водителей транспортных средств,Деятельность школ подготовки водителей транспортных средств,True,448943,,,,370000.0,370000.0,370000.0,370000.0,370000.0,370000.0,370000.0,370000.0,370000.0,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,4,Прочие виды образования,"Прочие виды образования, не включенные в другие группировки",False,448944,,,,,,,,,1675211.0,1675211.0,2817400.0,3705289.0,2010401.0,2010401.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,"Прочие виды образования, не включенные в другие группировки",Деятельность вечерних общеобразовательных школ,True,448945,,,,,,,,,,,,,,,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,5,"Прочие виды образования, не включенные в другие группировки","Прочая деятельность в области образования, не включенная в другие группировки",True,448946,,,,,,,,,1675211.0,1675211.0,2817400.0,3705289.0,2010401.0,2010401.0,,
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,УСТЬ-КАМЕНОГОРСК Г.А.,1,Всего,Здравоохранение и социальное обслуживание населения,False,448950,8094037446.0,16393080446.0,16536177446.0,17002031446.0,17535236446.0,18210563446.0,22420223208.0,23482066208.0,25386071897.0,27112375838.0,48423864372.0,53075653145.0,2034401.0,2547667377.0,,
